time,FSO_T00_SKPAuto_Opstarten,FSO_T01_SKPAuto_VerzekererdJaNee,FSO_T02_SKPAuto_Kenteken,FSO_T03_SKPAuto_AutoCheck,FSO_T04_SKPAuto_Postcode,FSO_T05_SKPAuto_Bestuurder,FSO_T06_SKPAuto_GeboorteDatum,FSO_T07_SKPAuto_SchadeVrijeJaren,FSO_T08_SKPAuto_Kilometers,FSO_T09_SKPAuto_Basisdekking,FSO_T10_SKPAuto_Uitbreiding,FSO_T11_SKPAuto_Ingangsdatum,FSO_T12_SKPAuto_Ongevallen,FSO_T13_SKPAuto_Samenvatting1,FSO_T14_SKPAuto_PriveZakelijk,FSO_T15_SKPAuto_KentekenOpNaam,FSO_T16_SKPAuto_Persoonsgegevens,FSO_T17_SKPAuto_Adres,FSO_T18_SKPAuto_TelefoonEmail,FSO_T19_SKPAuto_AanvullendeVragen,FSO_T20_SKPAuto_GeweigerdOpgezegd,FSO_T21_SKPAuto_StrafbaarFeit,FSO_T22_SKPAuto_EerderSchade,FSO_T23_SKPAuto_MaandJaar,FSO_T24_SKPAuto_Rekeningnummer,FSO_T25_SKPAuto_Samenvatting2,FSO_T26_SKPAuto_EindeScript
18-3 6:00,"1,73","0,30","0,32","1,50","0,33","1,25","0,92","1,69","0,66","2,95","0,66","0,58","10,86","2,59","0,57","0,52","0,70",-,-,-,-,-,-,-,-,-,-
18-3 6:05,"2,08","0,23","0,28","2,03","0,39","1,42","0,93","2,47","0,82","2,95","0,78","0,61","1,75","0,79","0,62","0,49","0,64","2,44",-,-,-,-,-,-,-,-,-
18-3 6:10,"2,13","0,36","0,33","1,50","0,31","1,32","0,96","6,18","0,61","3,02","0,59","0,46","2,23","2,47","0,67","0,61","0,74","1,71","1,16","8,71","0,49","0,42","0,48","0,43","1,29","3,47","0,60"
18-3 6:15,"2,08","0,33","0,45","1,80","0,33","1,21","0,87","3,37","0,69","30,50","0,65","0,54","2,10","2,52","0,51","0,44","0,58","1,91",-,-,-,-,-,-,"1,58","3,23","0,44"
18-3 6:20,-,-,-,-,-,-,-,-,-,"3,05","0,66","0,46","1,27","0,55","0,47","0,49","0,51","2,31","1,25","7,91","0,39","0,45","0,39","0,41","1,43","3,41","0,59"
18-3 6:25,"2,17","0,29","0,27","1,37","0,31","1,29","0,88",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
18-3 6:30,-,-,-,-,-,-,-,-,-,-,-,-,-,"2,63","0,51","0,55","0,61","2,40","1,46","9,35","0,64","0,55","0,46","0,41","1,45","3,38","0,56"
18-3 6:35,"1,76","0,29","0,27","1,43","0,53","1,61","0,90","2,68","0,69","7,66","0,68","0,54","9,39","2,50","0,52",-,-,-,-,-,-,"0,39","0,44","0,37","1,84","3,51","0,45"
18-3 6:40,"1,79","0,30","0,28","1,93","0,34","1,37","1,67","5,89","0,57","2,86","0,71","0,49",-,-,"0,48","0,40","0,54","2,32","1,46","7,82","0,44","0,44","0,50","0,48","1,75",-,-
18-3 6:45,"1,80","0,34","0,32","1,58","0,33","1,31","0,91",-,-,-,-,-,"24,72","2,52","0,45","0,43","0,62","2,55",-,-,-,"0,44","0,45","0,43","1,42","4,37","0,53"
18-3 6:50,-,-,-,-,-,-,-,-,-,-,-,"0,50","1,29","2,63","0,65","0,42","0,84",-,"1,27","8,27","0,38","0,47","0,41","0,45","1,50","3,69","0,51"
18-3 6:55,-,-,-,-,-,-,-,-,-,-,-,-,"24,52","2,48","0,48","0,40","0,53","2,42","1,16","8,35","0,39","0,54","0,72","0,60","1,17","3,13","0,51"
18-3 7:00,-,-,-,-,-,-,-,"2,18","0,63","2,89","0,69","0,44","22,23","2,51","0,44","0,41","0,73","2,20","1,43","9,30","0,35",-,-,-,-,"3,22","0,81"
18-3 7:05,"2,35","0,31","0,28","1,67","0,60","1,25","4,57","2,24","0,48","22,01","0,70","0,62","11,14","0,63","0,56",-,-,-,-,"8,24","0,46","0,39","0,43","0,48","1,17","3,48","0,50"
18-3 7:10,"2,02","0,33","0,37","1,40","0,33","1,37","0,79","2,06","0,61","13,92","0,83","0,47","14,87","0,59","0,59","0,42","0,78","1,98","3,16","8,99","0,40","0,55","0,45","0,47","1,12","3,03","0,49"
18-3 7:15,-,-,-,-,-,-,-,-,-,-,"0,78","0,52","27,55","2,57","0,52","0,48","0,82","2,43","2,24","7,73","0,51","0,41","0,39","0,39","1,44","2,72","0,45"
18-3 7:20,"1,80","0,33","0,35","1,68","0,90","1,71",-,-,-,-,-,-,"1,25","2,61","0,48","0,42","0,51","2,31","1,30","8,36","0,44","0,76","0,47","0,42","0,98","3,39","0,67"
18-3 7:25,-,-,-,-,-,-,-,-,-,-,-,-,-,"0,80","0,46","0,44","0,50","2,00",-,-,-,-,-,-,-,"3,20","0,59"
18-3 7:30,"2,85","0,31","0,26","1,54","0,28","1,15",-,"2,42","0,51","3,00","0,71","0,61","1,60","2,67","0,48","0,41","0,64","2,13","1,46","8,03","0,49","0,44","0,50","0,46","1,33","3,28","0,52"
18-3 7:35,-,-,-,-,-,-,"0,89","3,14","1,54","3,68","0,70","1,52","1,25","2,59","0,47","0,36","0,67","2,29","1,49","7,34","0,40","0,53","0,39","0,40","1,42","2,61","0,48"
18-3 7:40,"2,19","0,30","0,26","1,38","0,32","1,49","0,85",-,-,-,-,-,-,-,-,-,-,-,"2,19","8,71","1,36","1,54","1,37","1,45","2,25","3,30","0,56"
18-3 7:45,-,-,-,-,-,-,"0,89","1,98","0,73","2,82","0,67","0,47",-,-,-,-,-,-,"1,45","8,20","0,50","0,51","0,43","0,44","2,35","2,91","0,45"
18-3 7:50,"1,92","0,33","0,32","2,03","0,40","1,49",-,"1,84","0,59","4,48","0,65","0,46","1,27","0,68","0,49","0,44","0,59","2,43","1,57","7,83","0,45","0,47","0,58","0,45","1,35","3,46","0,50"
18-3 7:55,"2,70","0,29","0,42","1,97","0,43","1,65",-,"2,09","0,86","2,86","0,72","0,45","2,22",-,-,-,-,-,"1,44","8,38","0,43","0,41","0,49","0,42","1,29","2,88","0,49"
18-3 8:00,"1,99","0,62","0,61","1,56","0,31","1,28","0,77","2,24","0,65","2,84","0,61","0,56","1,30","2,56","0,49","0,38","0,57",-,"1,41","8,88",-,-,-,-,"1,68","3,10","0,47"
18-3 8:05,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"0,43","0,36","0,47","0,42","1,31","3,44","0,57"
18-3 8:10,"2,11","0,29","0,32","1,40","0,32","1,29","0,91","3,63","0,66","2,87","0,61","0,55",-,-,-,-,-,-,-,-,-,-,-,-,-,"3,17","0,44"
18-3 8:15,"2,31","0,30","0,35","1,70","0,41","1,45","0,91","1,84","4,92","2,97","0,74","0,52","1,15","2,59","0,63","0,42","0,68","2,22","1,20","7,85","0,58","0,44","0,42","0,38","1,33","3,30","0,48"
18-3 8:20,"2,26","0,39","0,33","2,89","0,72","1,28","0,82","2,11","0,78","2,94","0,70","0,56","1,45","1,64","0,59","0,51","0,68","2,23","1,51","8,75","0,51","0,57","0,51","0,44","1,18","2,97","0,51"
