time,FSO_T00_SKPAuto_Opstarten,FSO_T01_SKPAuto_VerzekererdJaNee,FSO_T02_SKPAuto_Kenteken,FSO_T03_SKPAuto_AutoCheck,FSO_T04_SKPAuto_Postcode,FSO_T05_SKPAuto_Bestuurder,FSO_T06_SKPAuto_GeboorteDatum,FSO_T07_SKPAuto_SchadeVrijeJaren,FSO_T08_SKPAuto_Kilometers,FSO_T09_SKPAuto_Basisdekking,FSO_T10_SKPAuto_Uitbreiding,FSO_T11_SKPAuto_Ingangsdatum,FSO_T12_SKPAuto_Ongevallen,FSO_T13_SKPAuto_Samenvatting1,FSO_T14_SKPAuto_PriveZakelijk,FSO_T15_SKPAuto_KentekenOpNaam,FSO_T16_SKPAuto_Persoonsgegevens,FSO_T17_SKPAuto_Adres,FSO_T18_SKPAuto_TelefoonEmail,FSO_T19_SKPAuto_AanvullendeVragen,FSO_T20_SKPAuto_GeweigerdOpgezegd,FSO_T21_SKPAuto_StrafbaarFeit,FSO_T22_SKPAuto_EerderSchade,FSO_T23_SKPAuto_MaandJaar,FSO_T24_SKPAuto_Rekeningnummer,FSO_T25_SKPAuto_Samenvatting2,FSO_T26_SKPAuto_EindeScript
16-3 9:00,-,-,-,-,-,-,-,-,-,-,-,-,"1,85","2,49","0,56","0,56","0,66",-,"1,40","8,48",-,-,-,-,"1,33","3,16","0,50"
16-3 9:05,"2,30","0,34","0,37","2,68","0,83","1,72","1,14","3,15","0,75","2,95","0,76","0,59","1,40","1,69","0,71","0,54","1,05","2,39","1,31","8,17","0,48","0,59","0,51","0,54","1,62","3,06","0,56"
16-3 9:10,"2,27","0,52","0,38","1,64","0,33","1,67","1,39","2,44","0,79","2,90","0,71","0,65",-,-,-,-,-,-,"1,29","7,57","0,42","0,41","0,46","0,42","1,29","3,25","0,47"
16-3 9:15,"3,23","0,33","0,35","1,62","0,39","1,37","0,82","2,27","0,75","4,99","0,79","0,51","1,45","2,59","0,53","0,45","0,66","2,39",-,-,-,-,-,-,-,-,-
16-3 9:20,-,-,-,-,-,-,"0,90","2,52","0,51","3,02","0,71","0,53","1,51","0,67","0,56","0,47","0,66","2,14","1,47","7,55","0,43","0,53","0,54","0,45","1,45","3,54","0,51"
16-3 9:25,"2,23","0,40","0,37","1,61","0,40","1,44","0,89","2,39","0,51","2,92","0,72","0,49","2,24","0,68","0,62","0,58","0,63","2,23","1,32","8,45","0,50","0,45","0,51","0,47","1,32","3,52","0,55"
16-3 9:30,"3,04","0,34","0,39","1,65","0,32","1,13","0,82","2,27","0,60","2,96","0,83","0,58","1,50",-,-,-,-,"2,44","1,52","8,18","0,51","0,59","0,47","0,51",-,-,-
16-3 9:35,-,-,-,-,-,-,-,-,-,-,-,-,"1,55","2,65","0,51","0,45","0,86","1,91",-,-,"0,42","0,66","0,63","0,47","0,83","3,24","0,60"
16-3 9:40,-,-,-,-,-,-,"0,94","4,53","1,61","3,79","0,72","1,43","1,25",-,-,-,-,"2,50","2,29","7,00","0,51","0,48","0,55","0,69","0,89","4,32","1,43"
16-3 9:45,"3,49","0,38","0,42","1,52","0,45","1,54",-,-,-,-,-,-,"4,89","0,75","0,58","0,47","0,66","2,60","1,19","8,37","0,71","0,44","0,45","0,43",-,-,-
16-3 9:50,"2,19","0,33","0,45","1,97","0,60","1,46","1,00","2,22","0,79","2,93","0,80","0,64","0,82","2,52","0,63","0,55","0,64","2,53",-,-,"0,41","0,55","0,48","0,58","0,80","3,29","0,60"
16-3 9:55,"2,27","0,43","0,36","1,62","0,40","1,53","0,87","2,03","0,87","2,99","0,74","0,56","1,20","0,62","0,66","0,53","1,04","2,35","1,36","7,43","0,45","0,45","0,42","0,50","0,86","3,17","0,52"
16-3 10:00,"2,83","0,46","0,40","1,46","0,34","1,41","0,88",-,-,-,-,-,"2,54","2,60","0,63","0,70","0,63","2,58",-,-,-,-,-,-,-,"3,25","0,55"
16-3 10:05,-,-,-,-,-,-,-,-,-,-,-,-,"1,29","2,62","0,54","0,52","0,69","2,23","1,56","11,63","0,59","0,44","0,48","0,43","2,44","2,69","0,49"
16-3 10:10,-,-,-,-,-,-,-,"2,11","0,92","3,00","0,85","0,51","1,25",-,-,-,-,-,"1,72","8,01","0,55","0,49","0,53","0,79","0,94",-,-
