time,FSO_T00_SKPAuto_Opstarten,FSO_T01_SKPAuto_VerzekererdJaNee,FSO_T02_SKPAuto_Kenteken,FSO_T03_SKPAuto_AutoCheck,FSO_T04_SKPAuto_Postcode,FSO_T05_SKPAuto_Bestuurder,FSO_T06_SKPAuto_GeboorteDatum,FSO_T07_SKPAuto_SchadeVrijeJaren,FSO_T08_SKPAuto_Kilometers,FSO_T09_SKPAuto_Basisdekking,FSO_T10_SKPAuto_Uitbreiding,FSO_T11_SKPAuto_Ingangsdatum,FSO_T12_SKPAuto_Ongevallen,FSO_T13_SKPAuto_Samenvatting1,FSO_T14_SKPAuto_PriveZakelijk,FSO_T15_SKPAuto_KentekenOpNaam,FSO_T16_SKPAuto_Persoonsgegevens,FSO_T17_SKPAuto_Adres,FSO_T18_SKPAuto_TelefoonEmail,FSO_T19_SKPAuto_AanvullendeVragen,FSO_T20_SKPAuto_GeweigerdOpgezegd,FSO_T21_SKPAuto_StrafbaarFeit,FSO_T22_SKPAuto_EerderSchade,FSO_T23_SKPAuto_MaandJaar,FSO_T24_SKPAuto_Rekeningnummer,FSO_T25_SKPAuto_Samenvatting2,FSO_T26_SKPAuto_EindeScript
18-3 1:00,-,-,-,-,-,-,-,"2,37","0,50","2,84","0,64","0,52","1,45","2,60","0,53","0,46","0,66","2,37",-,-,-,-,-,-,-,"3,64","0,58"
18-3 1:05,-,-,-,-,-,-,-,"2,18","0,55","2,87","0,75","0,47","1,23","0,65","0,58","0,45","0,71","2,06",-,-,-,-,-,-,-,-,-
18-3 1:10,"1,99","0,30","0,33","1,69","0,33","1,50","0,78",-,-,-,-,-,-,"2,60","0,53","0,46","0,60","2,04","1,80","7,93","0,53","0,62","0,62","0,56","1,71","3,37","0,67"
18-3 1:15,-,-,-,-,-,-,-,-,-,-,-,-,"1,45","2,51","0,60","0,45","0,74","2,23","1,42","9,68",-,-,-,-,"1,49","3,34","0,51"
18-3 1:20,-,-,-,-,-,-,"1,17","2,22","0,65","2,92","0,80","0,51","1,51","2,61","0,59","0,48","0,60",-,"1,23","7,55","0,44","0,60","0,44","0,42","1,61","3,24","0,43"
18-3 1:25,"2,13","0,30","0,27","1,70","0,29","1,08","0,85",-,-,-,-,-,-,-,-,-,-,"2,23","1,20","7,61","0,55","0,45","0,41","0,46","1,46","3,32","0,62"
18-3 1:30,"1,81","0,31","0,32","1,88","0,33","1,33","0,83",-,-,-,-,-,-,"0,90","0,53","0,44","0,81","2,49",-,-,-,-,-,-,-,"3,16","0,51"
18-3 1:35,-,-,-,-,-,-,"1,05","4,03","0,68","2,84","0,76","0,50",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
18-3 1:40,-,-,-,-,-,-,-,-,-,-,-,-,-,"0,84","0,52","0,53","1,19","2,18","1,50","7,14","0,54","0,56","0,53","0,46","1,64","3,08","0,42"
18-3 1:45,"2,21","0,31","0,31","1,55","0,30","1,68","0,82","2,04","0,58","2,90","0,64","0,46","1,34","1,78","0,51","1,47","1,60","3,58","3,77","9,04","2,42","2,54","2,42","2,28","2,52",-,-
18-3 1:50,"1,89","0,35","0,29","1,74","0,78","1,83","0,93","2,05","0,63","2,97","0,62","0,51","1,28","1,59","0,53","0,45","1,14","2,25","1,16","8,26","0,45","0,64","0,53","0,42","1,46","3,75","0,55"
18-3 1:55,-,-,-,-,-,-,"0,96","3,02","0,46","2,85","0,59","0,48",-,-,-,-,-,-,"1,43","8,44","0,43","0,48","0,42","0,45","1,39","3,36","0,66"
18-3 2:00,"1,85","0,34","0,27","1,62","0,41","1,00",-,-,-,-,-,-,"1,43","2,57","0,57","0,50","6,05","2,44","6,33","14,71","0,47","0,51","0,50","0,56","12,21","3,49","0,50"
18-3 2:05,"2,16","0,29","0,44","1,81","0,54","1,80","0,96","1,61","0,73","2,93","0,68","0,50","1,33","0,66","0,54","2,41","0,67","3,00","1,65","7,98","0,45","0,45","0,41","0,39","0,96","3,33","0,45"
18-3 2:10,"2,26","0,29","0,29","1,38","0,33","1,20","0,87",-,-,-,-,-,-,"0,61","0,48","0,40","0,78","2,26","1,49","8,70","0,54","0,79","0,94","0,56","1,69",-,-
18-3 2:15,-,-,-,-,-,-,-,"1,81","0,68","5,01","0,59","0,48","1,26","2,48","0,53","0,37","0,51","2,28","1,35","7,93","0,44","0,41","0,47","0,36","1,45","3,26","0,46"
18-3 2:20,"2,10","0,27","0,37","1,71","0,43","1,04","0,86","2,02","0,57","2,89","0,73","0,49","1,85","0,75","0,53","0,50","0,67","2,04",-,-,"0,44","0,44","0,39","0,48","1,57","3,54","0,51"
18-3 2:25,"2,25","0,33","0,28","1,81","0,28","1,19",-,-,-,-,-,-,-,-,-,-,-,-,"1,04","8,40","0,42","0,38","0,37","0,42","1,22","3,04","0,41"
18-3 2:30,"1,81","0,47","0,30","1,77","0,28","1,37","0,85","2,45","0,71","2,81","0,87","0,47","1,25",-,-,-,-,-,"1,22","8,02","0,46","0,44","0,50","0,45","1,30",-,-
18-3 2:35,-,-,-,-,-,-,"0,80","1,93","0,85","2,88","0,73","0,55","1,30","0,69","0,51","0,58","0,76","2,37",-,-,-,"0,55","0,43","0,36","1,46","2,94","0,44"
18-3 2:40,"2,53","0,32","0,29","1,70","0,30","1,42",-,-,-,-,-,-,-,"2,55","0,47","0,42","0,55","2,25","1,96","9,19","0,56","0,64","0,70","0,44","1,45",-,-
18-3 2:45,"1,98","0,39","0,29","1,35","0,35","1,32","0,90",-,-,-,-,-,-,"2,62","0,48","0,39","0,72","2,46","1,10","7,80","0,43","0,45","0,45","0,46","1,38","2,74","0,49"
18-3 2:50,"2,19","0,29","0,36","1,99","0,50","1,61","1,12","2,41","0,65","2,92","0,73","0,61","1,06","2,77","0,51","0,50","0,63","2,38","1,50","8,48","0,49","0,61","0,45","0,40","1,39","3,27","0,47"
18-3 2:55,-,-,-,-,-,-,-,"1,89","0,79","2,83","0,65","0,49","1,20",-,-,-,-,-,-,-,-,-,-,-,-,"3,45","0,60"
18-3 3:00,"2,69","0,42","0,34","1,83","0,30","1,18","0,93","2,75","0,73","2,84","0,63","0,48","1,25","5,91","0,46","0,42","1,02","2,39","1,30","8,59","0,50","0,44","0,42","0,44","1,53","3,87","0,63"
18-3 3:05,-,-,-,-,-,-,"0,85","2,06","0,48","2,91","0,87","0,53","1,29","2,50","0,50","0,50","0,73","2,70","1,37","8,23","0,43","0,40","0,48","0,39","1,38","3,40","0,49"
18-3 3:10,"1,55","0,36","0,25","1,49","0,25","1,41","0,84",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"4,20","0,70"
18-3 3:15,"1,71","0,33","0,38","1,33","0,36","1,62",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
18-3 3:20,"1,84","0,54","0,32","1,65","0,73","1,41","0,58","2,40","0,73","2,90","0,70","0,62","1,34","0,91","0,56","0,55","0,88","2,69",-,-,-,-,-,-,-,-,-
18-3 3:25,-,-,-,-,-,-,"0,78","2,23","0,65","2,92","0,73","0,54","1,33",-,-,-,-,-,-,-,-,-,-,-,-,"3,78","0,50"
