time,FSO_T00_SKPAuto_Opstarten,FSO_T01_SKPAuto_VerzekererdJaNee,FSO_T02_SKPAuto_Kenteken,FSO_T03_SKPAuto_AutoCheck,FSO_T04_SKPAuto_Postcode,FSO_T05_SKPAuto_Bestuurder,FSO_T06_SKPAuto_GeboorteDatum,FSO_T07_SKPAuto_SchadeVrijeJaren,FSO_T08_SKPAuto_Kilometers,FSO_T09_SKPAuto_Basisdekking,FSO_T10_SKPAuto_Uitbreiding,FSO_T11_SKPAuto_Ingangsdatum,FSO_T12_SKPAuto_Ongevallen,FSO_T13_SKPAuto_Samenvatting1,FSO_T14_SKPAuto_PriveZakelijk,FSO_T15_SKPAuto_KentekenOpNaam,FSO_T16_SKPAuto_Persoonsgegevens,FSO_T17_SKPAuto_Adres,FSO_T18_SKPAuto_TelefoonEmail,FSO_T19_SKPAuto_AanvullendeVragen,FSO_T20_SKPAuto_GeweigerdOpgezegd,FSO_T21_SKPAuto_StrafbaarFeit,FSO_T22_SKPAuto_EerderSchade,FSO_T23_SKPAuto_MaandJaar,FSO_T24_SKPAuto_Rekeningnummer,FSO_T25_SKPAuto_Samenvatting2,FSO_T26_SKPAuto_EindeScript
15-3 0:30,"2,21","0,31","0,30","1,76","0,28","1,23","0,95","2,12","0,80","2,94","0,71","0,50","2,19","2,55","0,57","0,44","0,55","2,32","1,44","8,99","0,40","0,49","0,43","0,39","1,07","3,41","0,46"
15-3 0:35,-,-,-,-,-,-,"0,82","2,13","0,61","2,94","0,74","1,52","2,31","2,72","0,53","1,36","1,82","2,29",-,-,-,-,-,-,-,-,-
15-3 0:40,"2,23","0,31","0,28","1,63","0,33","1,64",-,-,-,-,-,-,-,-,-,-,-,"4,33","3,67","9,49","2,59","2,95","2,58","2,60",-,-,-
15-3 0:45,"2,17","0,31","0,32","1,89","0,37","1,59","0,93","2,17","0,63","0,65","0,79","0,57","1,38","0,64","0,57","0,55","0,62","2,70","1,39","8,41","0,54","0,42","0,44","0,43",-,-,-
15-3 0:50,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"3,35","0,55"
15-3 0:55,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
15-3 1:00,"2,33","0,39","0,32","1,98","0,44","1,29",-,-,-,-,-,-,"1,39","2,60","0,51","0,44","0,62","2,57","1,64","8,08","0,42","0,50","0,47","0,48","1,41","3,73","0,59"
15-3 1:05,-,-,-,-,-,-,"0,86","3,50","0,67","2,96","0,73","0,51",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
15-3 1:10,"2,28","0,34","0,36","1,84","0,34","1,39","1,15","6,26","0,66","3,02","0,83","0,56","1,35","2,46","0,55","0,49","0,73","2,30","1,42","7,72","0,46","0,44","0,49","0,41","1,07","3,57","0,58"
15-3 1:15,"2,30","0,45","0,40","1,86","0,43","1,38","0,88","2,54","0,65","3,15","0,70","0,56","2,46","0,68","0,60","0,53","0,63",-,-,-,-,-,-,-,"1,58","3,23","0,46"
