Metrics Over Time
Metrics Over Time
,,,19-3 14:30,,,19-3 14:35,,,19-3 14:40,,,19-3 14:45,,,19-3 14:50,,,19-3 14:55,,,19-3 15:00,,,19-3 15:05,,,19-3 15:10,,,19-3 15:15,,,19-3 15:20,,,19-3 15:25,,,19-3 15:30,,,19-3 15:35,,,19-3 15:40,,,19-3 15:45,,,19-3 15:50,,,19-3 15:55,,,19-3 16:00,,,19-3 16:05,,,19-3 16:10,,,19-3 16:15,,,19-3 16:20,,,19-3 16:25,,,19-3 16:30,,,19-3 16:35,,,19-3 16:40,,,19-3 16:45,,,19-3 16:50,,,19-3 16:55,,,
"Transaction","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)","Transaction Response Time  (sec.)",
"FSO_T00_SKPAuto_Opstarten","2,13","2,61","2,01","2,83","2,30","2,22","2,15","1,68","2,08","2,44","1,88","2,55","3,34","2,60","2,05","2,84","2,33","2,49","2,56","3,32","2,59","2,62","4,99","1,91","3,04","1,82","2,22","2,64","2,86","2,03",
"FSO_T01_SKPAuto_VerzekererdJaNee","1,05","0,67","0,71","0,71","2,56","0,63","1,01","0,66","0,70","0,61","0,95","0,71","1,33","2,31","0,74","2,73","0,71","1,27","2,63","0,84","0,64","0,71","0,68","0,71","3,67","0,65","0,73","0,71","0,76","0,66",
"FSO_T02_SKPAuto_Kenteken","0,74","0,61","0,63","0,64","0,62","0,92","1,10","0,62","0,74","0,92","1,75","0,66","3,02","1,38","0,59","0,70","0,62","1,44","2,18","0,79","0,72","0,91","1,03","0,65","4,44","0,60","0,63","0,62","0,61","0,63",
"FSO_T03_SKPAuto_AutoCheck","3,76","1,78","1,58","1,40","1,78","2,72","2,01","4,42","2,88","1,84","3,25","1,67","1,79","2,82","1,41","1,71","1,84","1,78","2,31","3,18","1,42","1,65","1,41","1,56","3,76","1,79","1,48","1,89","2,10","1,72",
"FSO_T04_SKPAuto_Postcode","0,64","0,80","2,72","0,66","0,74","0,65","0,85","2,28","0,64","0,92","2,11","0,68","0,67","7,24","0,75","0,64","1,29","0,96","1,81","1,35","0,65","0,70","0,70","0,88","0,64","1,57","0,61","0,63","0,70","0,89",
"FSO_T05_SKPAuto_Bestuurder","1,81","1,80","1,79","1,69","1,69","2,07","1,73","2,92","1,80","1,93","2,58","1,86","1,42","7,03","1,74","1,76","1,79","1,69","2,36","2,35","1,61","1,78","1,86","1,84","1,53","2,46","1,70","1,59","1,55","1,87",
"FSO_T06_SKPAuto_GeboorteDatum","0,81","0,86","0,87","1,08","1,45","1,59","0,85","1,53","0,87","0,98","0,95","0,94","1,10","2,98","1,03","0,90","0,84","1,46","2,22","0,89","0,88","1,12","1,33","0,93","0,90","3,10","1,14","0,80","0,91","0,91",
"FSO_T07_SKPAuto_SchadeVrijeJaren","1,97","2,29","1,98","2,38","2,56","2,27","2,27","2,57","2,21","2,32","2,32","2,22","2,18","4,69","4,87","2,30","3,02","1,84","4,04","2,31","2,20","1,92","2,03","2,04","2,10","2,91","4,47","1,87","2,07","2,75",
"FSO_T08_SKPAuto_Kilometers","0,82","1,16","1,16","1,02","1,12","1,24","1,06","1,45","0,93","1,00","0,89","1,25","1,29","5,82","1,09","1,05","1,01","1,02","5,05","1,42","1,09","1,15","1,07","0,96","0,90","1,83","1,25","1,25","1,21","1,35",
"FSO_T09_SKPAuto_Basisdekking","2,99","2,94","2,97","2,80","2,98","3,03","2,87","2,90","2,94","2,95","2,94","3,03","2,89","7,02","2,90","2,97","3,01","2,87","5,19","2,88","2,89","2,96","3,02","3,03","3,00","3,79","2,97","2,89","2,89","2,94",
"FSO_T10_SKPAuto_Uitbreiding","0,74","0,69","0,69","0,60","0,77","0,74","0,64","0,74","1,02","0,72","0,81","0,68","0,68","0,70","0,76","0,77","0,72","1,21","0,69","0,76","0,68","0,74","0,68","0,71","0,79","0,73","0,67","0,66","0,74","0,71",
"FSO_T11_SKPAuto_Ingangsdatum","0,65","0,67","0,68","0,67","0,66","0,70","0,92","0,69","0,82","1,00","0,63","0,90","0,51","3,81","0,81","0,60","0,88","0,87","7,26","0,90","0,64","0,87","0,58","0,69","0,61","1,54","0,99","0,65","0,59","0,59",
"FSO_T12_SKPAuto_Ongevallen","1,40","1,47","1,30","1,49","1,52","4,26","1,33","1,46","2,11","1,40","1,47","1,37","1,37","8,39","1,80","1,50","1,26","1,25","1,39","1,26","1,21","1,37","1,28","1,13","1,41","1,74","1,35","1,29","1,43","0,67",
"FSO_T13_SKPAuto_Samenvatting1","2,50","0,97","2,47","2,51","1,88","2,52","1,71","1,82","2,48","1,79","1,76","2,59","1,67","11,85","0,85","2,54","1,96","0,79","1,97","1,70","0,82","1,69","1,66","2,50","2,38","3,59","1,16","2,01","1,68","2,50",
"FSO_T14_SKPAuto_PriveZakelijk","0,92","0,95","0,89","1,00","0,93","0,88","0,87","0,88","0,71","0,90","0,92","0,86","0,86","1,30","0,96","0,88","0,84","0,81","0,87","0,84","0,84","0,88","0,82","0,77","2,36","1,02","0,90","0,87","0,83","0,79",
"FSO_T15_SKPAuto_KentekenOpNaam","0,74","0,75","0,77","0,81","0,87","0,80","1,11","1,09","0,79","0,81","1,10","0,76","0,78","0,85","0,85","0,82","0,83","0,78","2,96","1,57","0,71","0,76","0,76","0,76","1,12","1,74","0,82","0,86","0,79","0,75",
"FSO_T16_SKPAuto_Persoonsgegevens","0,61","1,18","1,24","0,65","1,46","1,55","1,34","1,62","1,81","0,62","0,85","0,54","1,23","9,37","1,46","0,91","1,24","1,19","2,06","1,23","1,09","1,51","1,20","1,15","1,86","2,36","1,19","1,24","2,75","1,25",
"FSO_T17_SKPAuto_Adres","3,31","2,73","3,21","2,38","3,61","3,18","3,61","2,89","2,79","2,93","2,78","2,33","2,92","12,58","2,36","3,17","1,52","2,22","6,17","3,77","2,83","2,47","2,33","3,03","2,83","5,19","2,97","2,96","3,19","3,39",
"FSO_T18_SKPAuto_TelefoonEmail","1,87","-","1,68","1,67","1,69","2,00","1,84","1,88","2,05","1,72","1,82","2,09","1,53","10,03","1,97","1,70","1,67","1,72","1,56","6,29","1,81","1,65","1,81","1,65","1,62","3,77","1,68","1,80","1,50","2,27",
"FSO_T19_SKPAuto_AanvullendeVragen","8,56","-","8,04","8,38","7,97","8,55","7,96","8,01","7,60","7,61","8,31","7,66","8,32","11,95","8,23","8,60","8,19","9,54","8,08","19,01","7,78","8,06","7,99","7,86","8,48","9,25","8,27","8,51","7,88","8,10",
"FSO_T20_SKPAuto_GeweigerdOpgezegd","-","0,90","0,87","0,74","0,96","0,89","0,73","1,67","0,75","0,82","1,08","0,91","0,90","1,67","0,84","0,75","0,82","1,52","0,74","14,25","0,76","0,88","1,27","1,02","0,75","1,53","1,07","0,83","0,78","1,09",
